id,title,short_description,event_type,location_name,address,city,city_aliases,country,latitude,longitude,venue_type,indoor_outdoor,season,month,age_min,age_max,duration_minutes,price_dt,budget_band,requires_authorization,tags,educational_value,recommended_label
587,Spectacle marionnettes - Médina de Tunis,Spectacle court avec échange autour des émotions et personnages.,SPECTACLE,Médina de Tunis,"Médina de Tunis, Tunis, Tunisie",Tunis,tunis;medina;bab bhar;kasbah,Tunisie,36.798223615544096,10.17088004739526,HERITAGE_SITE,OUTDOOR,WINTER,janvier,2,6,60,2,LOW,True,spectacle;marionnettes;emotions;langage,HIGH,RECOMMENDED
588,Conte musical - Médina de Tunis,"Conte avec instruments, rythme et participation des enfants.",SPECTACLE,Médina de Tunis,"Médina de Tunis, Tunis, Tunisie",Tunis,tunis;medina;bab bhar;kasbah,Tunisie,36.79919125257141,10.171907537165351,HERITAGE_SITE,OUTDOOR,ALL,all,2,6,70,4,LOW,True,musique;conte;rythme;ecoute,VERY_HIGH,HIGHLY_RECOMMENDED
589,Conte musical - Médina de Tunis,"Conte avec instruments, rythme et participation des enfants.",SPECTACLE,Médina de Tunis,"Médina de Tunis, Tunis, Tunisie",Tunis,tunis;medina;bab bhar;kasbah,Tunisie,36.799351027764125,10.171261323488746,HERITAGE_SITE,OUTDOOR,SPRING,mars,2,6,65,9,MEDIUM,True,musique;conte;rythme;ecoute,VERY_HIGH,RECOMMENDED
590,Conte musical - Médina de Tunis,"Conte avec instruments, rythme et participation des enfants.",SPECTACLE,Médina de Tunis,"Médina de Tunis, Tunis, Tunisie",Tunis,tunis;medina;bab bhar;kasbah,Tunisie,36.79882563308005,10.171494554586202,HERITAGE_SITE,OUTDOOR,SUMMER,juillet,2,6,50,5,LOW,True,musique;conte;rythme;ecoute,VERY_HIGH,HIGHLY_RECOMMENDED
591,Conte musical - Médina de Tunis,"Conte avec instruments, rythme et participation des enfants.",SPECTACLE,Médina de Tunis,"Médina de Tunis, Tunis, Tunisie",Tunis,tunis;medina;bab bhar;kasbah,Tunisie,36.7996286609978,10.171241409842862,HERITAGE_SITE,OUTDOOR,AUTUMN,novembre,2,6,70,7,LOW,True,musique;conte;rythme;ecoute,VERY_HIGH,HIGHLY_RECOMMENDED
592,Conte musical - Médina de Tunis,"Conte avec instruments, rythme et participation des enfants.",SPECTACLE,Médina de Tunis,"Médina de Tunis, Tunis, Tunisie",Tunis,tunis;medina;bab bhar;kasbah,Tunisie,36.799282504757436,10.170532439802003,HERITAGE_SITE,OUTDOOR,WINTER,decembre,2,6,70,6,LOW,True,musique;conte;rythme;ecoute,VERY_HIGH,HIGHLY_RECOMMENDED
593,Atelier cuisine froide - Médina de Tunis,"Préparation simple sans cuisson: fruits, tartines et hygiène.",ATELIER,Médina de Tunis,"Médina de Tunis, Tunis, Tunisie",Tunis,tunis;medina;bab bhar;kasbah,Tunisie,36.79810482282037,10.171159730571956,HERITAGE_SITE,OUTDOOR,ALL,all,3,6,70,2,LOW,True,cuisine;hygiene;autonomie;gout,VERY_HIGH,HIGHLY_RECOMMENDED
594,Atelier cuisine froide - Médina de Tunis,"Préparation simple sans cuisson: fruits, tartines et hygiène.",ATELIER,Médina de Tunis,"Médina de Tunis, Tunis, Tunisie",Tunis,tunis;medina;bab bhar;kasbah,Tunisie,36.79879860296474,10.171809215932242,HERITAGE_SITE,OUTDOOR,SPRING,mai,3,6,65,0,LOW,True,cuisine;hygiene;autonomie;gout,VERY_HIGH,HIGHLY_RECOMMENDED
595,Atelier cuisine froide - Médina de Tunis,"Préparation simple sans cuisson: fruits, tartines et hygiène.",ATELIER,Médina de Tunis,"Médina de Tunis, Tunis, Tunisie",Tunis,tunis;medina;bab bhar;kasbah,Tunisie,36.7997330165345,10.171783388908798,HERITAGE_SITE,OUTDOOR,SUMMER,juillet,3,6,70,4,LOW,True,cuisine;hygiene;autonomie;gout,VERY_HIGH,HIGHLY_RECOMMENDED
596,Atelier cuisine froide - Médina de Tunis,"Préparation simple sans cuisson: fruits, tartines et hygiène.",ATELIER,Médina de Tunis,"Médina de Tunis, Tunis, Tunisie",Tunis,tunis;medina;bab bhar;kasbah,Tunisie,36.79926554447405,10.171204352336664,HERITAGE_SITE,OUTDOOR,AUTUMN,octobre,3,6,60,0,LOW,True,cuisine;hygiene;autonomie;gout,VERY_HIGH,HIGHLY_RECOMMENDED
597,Atelier cuisine froide - Médina de Tunis,"Préparation simple sans cuisson: fruits, tartines et hygiène.",ATELIER,Médina de Tunis,"Médina de Tunis, Tunis, Tunisie",Tunis,tunis;medina;bab bhar;kasbah,Tunisie,36.79877663264251,10.17233379877939,HERITAGE_SITE,OUTDOOR,WINTER,fevrier,3,6,50,6,LOW,True,cuisine;hygiene;autonomie;gout,VERY_HIGH,HIGHLY_RECOMMENDED
598,Chasse aux formes - Médina de Tunis,Recherche de formes et couleurs dans un espace sécurisé.,ACTIVITE,Médina de Tunis,"Médina de Tunis, Tunis, Tunisie",Tunis,tunis;medina;bab bhar;kasbah,Tunisie,36.79786764751433,10.172193394766365,HERITAGE_SITE,OUTDOOR,ALL,all,2,5,45,6,LOW,True,formes;couleurs;observation;jeu,HIGH,RECOMMENDED
599,Chasse aux formes - Médina de Tunis,Recherche de formes et couleurs dans un espace sécurisé.,ACTIVITE,Médina de Tunis,"Médina de Tunis, Tunis, Tunisie",Tunis,tunis;medina;bab bhar;kasbah,Tunisie,36.79807498306099,10.171761403295866,HERITAGE_SITE,OUTDOOR,SPRING,mars,2,5,45,4,LOW,True,formes;couleurs;observation;jeu,HIGH,RECOMMENDED
600,Chasse aux formes - Médina de Tunis,Recherche de formes et couleurs dans un espace sécurisé.,ACTIVITE,Médina de Tunis,"Médina de Tunis, Tunis, Tunisie",Tunis,tunis;medina;bab bhar;kasbah,Tunisie,36.79781828292338,10.171511465839385,HERITAGE_SITE,OUTDOOR,SUMMER,aout,2,5,60,0,LOW,True,formes;couleurs;observation;jeu,HIGH,RECOMMENDED
601,Chasse aux formes - Médina de Tunis,Recherche de formes et couleurs dans un espace sécurisé.,ACTIVITE,Médina de Tunis,"Médina de Tunis, Tunis, Tunisie",Tunis,tunis;medina;bab bhar;kasbah,Tunisie,36.79907545718352,10.172367807442196,HERITAGE_SITE,OUTDOOR,AUTUMN,septembre,2,5,65,6,LOW,True,formes;couleurs;observation;jeu,HIGH,RECOMMENDED
602,Chasse aux formes - Médina de Tunis,Recherche de formes et couleurs dans un espace sécurisé.,ACTIVITE,Médina de Tunis,"Médina de Tunis, Tunis, Tunisie",Tunis,tunis;medina;bab bhar;kasbah,Tunisie,36.79783146353374,10.171564424970025,HERITAGE_SITE,OUTDOOR,WINTER,fevrier,2,5,65,4,LOW,True,formes;couleurs;observation;jeu,HIGH,RECOMMENDED
603,Sortie patrimoine en images - Médina de Tunis,"Découverte d un lieu historique avec photos, croquis et vocabulaire.",SORTIE,Médina de Tunis,"Médina de Tunis, Tunis, Tunisie",Tunis,tunis;medina;bab bhar;kasbah,Tunisie,36.798858835293686,10.171049481474396,HERITAGE_SITE,OUTDOOR,ALL,all,4,6,125,0,LOW,True,patrimoine;histoire;langage;sortie,HIGH,RECOMMENDED
604,Sortie patrimoine en images - Médina de Tunis,"Découverte d un lieu historique avec photos, croquis et vocabulaire.",SORTIE,Médina de Tunis,"Médina de Tunis, Tunis, Tunisie",Tunis,tunis;medina;bab bhar;kasbah,Tunisie,36.79914806590424,10.172112335397895,HERITAGE_SITE,OUTDOOR,SPRING,mars,4,6,120,11,MEDIUM,True,patrimoine;histoire;langage;sortie,HIGH,POSSIBLE
605,Sortie patrimoine en images - Médina de Tunis,"Découverte d un lieu historique avec photos, croquis et vocabulaire.",SORTIE,Médina de Tunis,"Médina de Tunis, Tunis, Tunisie",Tunis,tunis;medina;bab bhar;kasbah,Tunisie,36.79809779497148,10.170883864113984,HERITAGE_SITE,OUTDOOR,SUMMER,juin,4,6,125,5,LOW,True,patrimoine;histoire;langage;sortie,HIGH,RECOMMENDED
606,Sortie patrimoine en images - Médina de Tunis,"Découverte d un lieu historique avec photos, croquis et vocabulaire.",SORTIE,Médina de Tunis,"Médina de Tunis, Tunis, Tunisie",Tunis,tunis;medina;bab bhar;kasbah,Tunisie,36.79795803848763,10.172418595588297,HERITAGE_SITE,OUTDOOR,AUTUMN,octobre,4,6,130,5,LOW,True,patrimoine;histoire;langage;sortie,HIGH,RECOMMENDED
607,Sortie patrimoine en images - Médina de Tunis,"Découverte d un lieu historique avec photos, croquis et vocabulaire.",SORTIE,Médina de Tunis,"Médina de Tunis, Tunis, Tunisie",Tunis,tunis;medina;bab bhar;kasbah,Tunisie,36.798251714505255,10.17186808325094,HERITAGE_SITE,OUTDOOR,WINTER,fevrier,4,6,110,5,LOW,True,patrimoine;histoire;langage;sortie,HIGH,RECOMMENDED
608,Jardinage pédagogique - Médina de Tunis,"Planter, arroser et comprendre les besoins d une plante.",ACTIVITE,Médina de Tunis,"Médina de Tunis, Tunis, Tunisie",Tunis,tunis;medina;bab bhar;kasbah,Tunisie,36.79798700101085,10.17125852804448,HERITAGE_SITE,OUTDOOR,ALL,all,3,6,75,0,LOW,True,jardinage;nature;responsabilite;sensoriel,VERY_HIGH,HIGHLY_RECOMMENDED
609,Jardinage pédagogique - Médina de Tunis,"Planter, arroser et comprendre les besoins d une plante.",ACTIVITE,Médina de Tunis,"Médina de Tunis, Tunis, Tunisie",Tunis,tunis;medina;bab bhar;kasbah,Tunisie,36.799205690300035,10.170665372245011,HERITAGE_SITE,OUTDOOR,SPRING,mars,3,6,75,0,LOW,True,jardinage;nature;responsabilite;sensoriel,VERY_HIGH,HIGHLY_RECOMMENDED
610,Jardinage pédagogique - Médina de Tunis,"Planter, arroser et comprendre les besoins d une plante.",ACTIVITE,Médina de Tunis,"Médina de Tunis, Tunis, Tunisie",Tunis,tunis;medina;bab bhar;kasbah,Tunisie,36.798931713255904,10.172215920626728,HERITAGE_SITE,OUTDOOR,SUMMER,aout,3,6,55,2,LOW,True,jardinage;nature;responsabilite;sensoriel,VERY_HIGH,HIGHLY_RECOMMENDED
611,Jardinage pédagogique - Médina de Tunis,"Planter, arroser et comprendre les besoins d une plante.",ACTIVITE,Médina de Tunis,"Médina de Tunis, Tunis, Tunisie",Tunis,tunis;medina;bab bhar;kasbah,Tunisie,36.7982595329942,10.172302545918049,HERITAGE_SITE,OUTDOOR,AUTUMN,novembre,3,6,75,0,LOW,True,jardinage;nature;responsabilite;sensoriel,VERY_HIGH,HIGHLY_RECOMMENDED
612,Jardinage pédagogique - Médina de Tunis,"Planter, arroser et comprendre les besoins d une plante.",ACTIVITE,Médina de Tunis,"Médina de Tunis, Tunis, Tunisie",Tunis,tunis;medina;bab bhar;kasbah,Tunisie,36.799648318533215,10.171868857486928,HERITAGE_SITE,OUTDOOR,WINTER,janvier,3,6,70,0,LOW,True,jardinage;nature;responsabilite;sensoriel,VERY_HIGH,HIGHLY_RECOMMENDED
613,Atelier peinture et couleurs - Sidi Bou Saïd,"Peinture guidée, reconnaissance des couleurs et expression libre.",ATELIER,Sidi Bou Saïd,"Sidi Bou Saïd, Tunis, Tunisie",Sidi Bou Saïd,sidi bou said;carthage;la marsa;gammarth;tunis,Tunisie,36.8707270197281,10.345765803560306,HERITAGE_SITE,OUTDOOR,ALL,all,2,6,60,11,MEDIUM,True,art;peinture;couleurs;motricite_fine,HIGH,RECOMMENDED
614,Atelier peinture et couleurs - Sidi Bou Saïd,"Peinture guidée, reconnaissance des couleurs et expression libre.",ATELIER,Sidi Bou Saïd,"Sidi Bou Saïd, Tunis, Tunisie",Sidi Bou Saïd,sidi bou said;carthage;la marsa;gammarth;tunis,Tunisie,36.87077407220817,10.347204508939694,HERITAGE_SITE,OUTDOOR,SPRING,mars,2,6,65,5,LOW,True,art;peinture;couleurs;motricite_fine,HIGH,RECOMMENDED
615,Atelier peinture et couleurs - Sidi Bou Saïd,"Peinture guidée, reconnaissance des couleurs et expression libre.",ATELIER,Sidi Bou Saïd,"Sidi Bou Saïd, Tunis, Tunisie",Sidi Bou Saïd,sidi bou said;carthage;la marsa;gammarth;tunis,Tunisie,36.86992490050143,10.346180944388609,HERITAGE_SITE,OUTDOOR,SUMMER,juin,2,6,65,7,LOW,True,art;peinture;couleurs;motricite_fine,HIGH,RECOMMENDED
616,Atelier peinture et couleurs - Sidi Bou Saïd,"Peinture guidée, reconnaissance des couleurs et expression libre.",ATELIER,Sidi Bou Saïd,"Sidi Bou Saïd, Tunis, Tunisie",Sidi Bou Saïd,sidi bou said;carthage;la marsa;gammarth;tunis,Tunisie,36.870263459679244,10.347211218529042,HERITAGE_SITE,OUTDOOR,AUTUMN,novembre,2,6,55,11,MEDIUM,True,art;peinture;couleurs;motricite_fine,HIGH,RECOMMENDED
617,Atelier peinture et couleurs - Sidi Bou Saïd,"Peinture guidée, reconnaissance des couleurs et expression libre.",ATELIER,Sidi Bou Saïd,"Sidi Bou Saïd, Tunis, Tunisie",Sidi Bou Saïd,sidi bou said;carthage;la marsa;gammarth;tunis,Tunisie,36.87060158570328,10.347648646654871,HERITAGE_SITE,OUTDOOR,WINTER,fevrier,2,6,45,5,LOW,True,art;peinture;couleurs;motricite_fine,HIGH,RECOMMENDED
618,Atelier pâte à modeler - Sidi Bou Saïd,Modelage sensoriel avec formes simples et consignes adaptées.,ATELIER,Sidi Bou Saïd,"Sidi Bou Saïd, Tunis, Tunisie",Sidi Bou Saïd,sidi bou said;carthage;la marsa;gammarth;tunis,Tunisie,36.87047417650569,10.347377349315227,HERITAGE_SITE,OUTDOOR,ALL,all,2,5,55,5,LOW,True,sensoriel;pate_a_modeler;motricite_fine,HIGH,RECOMMENDED
619,Atelier pâte à modeler - Sidi Bou Saïd,Modelage sensoriel avec formes simples et consignes adaptées.,ATELIER,Sidi Bou Saïd,"Sidi Bou Saïd, Tunis, Tunisie",Sidi Bou Saïd,sidi bou said;carthage;la marsa;gammarth;tunis,Tunisie,36.87150971679383,10.346493406098618,HERITAGE_SITE,OUTDOOR,SPRING,mai,2,5,55,11,MEDIUM,True,sensoriel;pate_a_modeler;motricite_fine,HIGH,RECOMMENDED
620,Atelier pâte à modeler - Sidi Bou Saïd,Modelage sensoriel avec formes simples et consignes adaptées.,ATELIER,Sidi Bou Saïd,"Sidi Bou Saïd, Tunis, Tunisie",Sidi Bou Saïd,sidi bou said;carthage;la marsa;gammarth;tunis,Tunisie,36.871167096277965,10.34660110038952,HERITAGE_SITE,OUTDOOR,SUMMER,juin,2,5,50,7,LOW,True,sensoriel;pate_a_modeler;motricite_fine,HIGH,RECOMMENDED
621,Atelier pâte à modeler - Sidi Bou Saïd,Modelage sensoriel avec formes simples et consignes adaptées.,ATELIER,Sidi Bou Saïd,"Sidi Bou Saïd, Tunis, Tunisie",Sidi Bou Saïd,sidi bou said;carthage;la marsa;gammarth;tunis,Tunisie,36.87148228568994,10.34656369589248,HERITAGE_SITE,OUTDOOR,AUTUMN,octobre,2,5,60,11,MEDIUM,True,sensoriel;pate_a_modeler;motricite_fine,HIGH,RECOMMENDED
622,Atelier pâte à modeler - Sidi Bou Saïd,Modelage sensoriel avec formes simples et consignes adaptées.,ATELIER,Sidi Bou Saïd,"Sidi Bou Saïd, Tunis, Tunisie",Sidi Bou Saïd,sidi bou said;carthage;la marsa;gammarth;tunis,Tunisie,36.870190758961414,10.346192899562615,HERITAGE_SITE,OUTDOOR,WINTER,decembre,2,5,40,11,MEDIUM,True,sensoriel;pate_a_modeler;motricite_fine,HIGH,RECOMMENDED
623,Lecture de contes illustrés - Sidi Bou Saïd,"Histoires courtes, images et discussion pour stimuler le langage.",ACTIVITE,Sidi Bou Saïd,"Sidi Bou Saïd, Tunis, Tunisie",Sidi Bou Saïd,sidi bou said;carthage;la marsa;gammarth;tunis,Tunisie,36.87013594406179,10.346459999986168,HERITAGE_SITE,OUTDOOR,ALL,all,2,6,40,5,LOW,True,lecture;contes;langage;calme,VERY_HIGH,HIGHLY_RECOMMENDED
624,Lecture de contes illustrés - Sidi Bou Saïd,"Histoires courtes, images et discussion pour stimuler le langage.",ACTIVITE,Sidi Bou Saïd,"Sidi Bou Saïd, Tunis, Tunisie",Sidi Bou Saïd,sidi bou said;carthage;la marsa;gammarth;tunis,Tunisie,36.87023335645737,10.345913101835423,HERITAGE_SITE,OUTDOOR,SPRING,mai,2,6,30,9,MEDIUM,True,lecture;contes;langage;calme,VERY_HIGH,RECOMMENDED
625,Lecture de contes illustrés - Sidi Bou Saïd,"Histoires courtes, images et discussion pour stimuler le langage.",ACTIVITE,Sidi Bou Saïd,"Sidi Bou Saïd, Tunis, Tunisie",Sidi Bou Saïd,sidi bou said;carthage;la marsa;gammarth;tunis,Tunisie,36.870319834994696,10.346239532886479,HERITAGE_SITE,OUTDOOR,SUMMER,juillet,2,6,40,9,MEDIUM,True,lecture;contes;langage;calme,VERY_HIGH,RECOMMENDED
626,Lecture de contes illustrés - Sidi Bou Saïd,"Histoires courtes, images et discussion pour stimuler le langage.",ACTIVITE,Sidi Bou Saïd,"Sidi Bou Saïd, Tunis, Tunisie",Sidi Bou Saïd,sidi bou said;carthage;la marsa;gammarth;tunis,Tunisie,36.87046195903196,10.346813970064442,HERITAGE_SITE,OUTDOOR,AUTUMN,septembre,2,6,50,5,LOW,True,lecture;contes;langage;calme,VERY_HIGH,HIGHLY_RECOMMENDED
627,Lecture de contes illustrés - Sidi Bou Saïd,"Histoires courtes, images et discussion pour stimuler le langage.",ACTIVITE,Sidi Bou Saïd,"Sidi Bou Saïd, Tunis, Tunisie",Sidi Bou Saïd,sidi bou said;carthage;la marsa;gammarth;tunis,Tunisie,36.86977923768392,10.346808439610795,HERITAGE_SITE,OUTDOOR,WINTER,decembre,2,6,45,5,LOW,True,lecture;contes;langage;calme,VERY_HIGH,HIGHLY_RECOMMENDED
628,Sortie découverte nature - Sidi Bou Saïd,"Observation des arbres, oiseaux, feuilles et petits jeux calmes.",SORTIE,Sidi Bou Saïd,"Sidi Bou Saïd, Tunis, Tunisie",Sidi Bou Saïd,sidi bou said;carthage;la marsa;gammarth;tunis,Tunisie,36.8701836947026,10.346475599118756,HERITAGE_SITE,OUTDOOR,ALL,all,3,6,90,9,MEDIUM,True,nature;observation;ecologie;sortie,VERY_HIGH,RECOMMENDED
629,Sortie découverte nature - Sidi Bou Saïd,"Observation des arbres, oiseaux, feuilles et petits jeux calmes.",SORTIE,Sidi Bou Saïd,"Sidi Bou Saïd, Tunis, Tunisie",Sidi Bou Saïd,sidi bou said;carthage;la marsa;gammarth;tunis,Tunisie,36.8707439208615,10.346039165846785,HERITAGE_SITE,OUTDOOR,SPRING,mai,3,6,110,11,MEDIUM,True,nature;observation;ecologie;sortie,VERY_HIGH,RECOMMENDED
630,Sortie découverte nature - Sidi Bou Saïd,"Observation des arbres, oiseaux, feuilles et petits jeux calmes.",SORTIE,Sidi Bou Saïd,"Sidi Bou Saïd, Tunis, Tunisie",Sidi Bou Saïd,sidi bou said;carthage;la marsa;gammarth;tunis,Tunisie,36.87020226253075,10.346686247884422,HERITAGE_SITE,OUTDOOR,SUMMER,juin,3,6,90,8,LOW,True,nature;observation;ecologie;sortie,VERY_HIGH,HIGHLY_RECOMMENDED
631,Sortie découverte nature - Sidi Bou Saïd,"Observation des arbres, oiseaux, feuilles et petits jeux calmes.",SORTIE,Sidi Bou Saïd,"Sidi Bou Saïd, Tunis, Tunisie",Sidi Bou Saïd,sidi bou said;carthage;la marsa;gammarth;tunis,Tunisie,36.87044220467955,10.346668462627868,HERITAGE_SITE,OUTDOOR,AUTUMN,septembre,3,6,90,12,MEDIUM,True,nature;observation;ecologie;sortie,VERY_HIGH,RECOMMENDED
632,Sortie découverte nature - Sidi Bou Saïd,"Observation des arbres, oiseaux, feuilles et petits jeux calmes.",SORTIE,Sidi Bou Saïd,"Sidi Bou Saïd, Tunis, Tunisie",Sidi Bou Saïd,sidi bou said;carthage;la marsa;gammarth;tunis,Tunisie,36.87104179890491,10.346691604873445,HERITAGE_SITE,OUTDOOR,WINTER,janvier,3,6,100,7,LOW,True,nature;observation;ecologie;sortie,VERY_HIGH,HIGHLY_RECOMMENDED
633,Mini randonnée éducative - Sidi Bou Saïd,"Promenade courte avec pauses, consignes de sécurité et découverte.",SORTIE,Sidi Bou Saïd,"Sidi Bou Saïd, Tunis, Tunisie",Sidi Bou Saïd,sidi bou said;carthage;la marsa;gammarth;tunis,Tunisie,36.86987097905136,10.34571353473885,HERITAGE_SITE,OUTDOOR,ALL,all,4,6,110,9,MEDIUM,True,marche;nature;autonomie;securite,HIGH,POSSIBLE
634,Mini randonnée éducative - Sidi Bou Saïd,"Promenade courte avec pauses, consignes de sécurité et découverte.",SORTIE,Sidi Bou Saïd,"Sidi Bou Saïd, Tunis, Tunisie",Sidi Bou Saïd,sidi bou said;carthage;la marsa;gammarth;tunis,Tunisie,36.87120815292392,10.346359083432558,HERITAGE_SITE,OUTDOOR,SPRING,avril,4,6,105,14,MEDIUM,True,marche;nature;autonomie;securite,HIGH,POSSIBLE
635,Mini randonnée éducative - Sidi Bou Saïd,"Promenade courte avec pauses, consignes de sécurité et découverte.",SORTIE,Sidi Bou Saïd,"Sidi Bou Saïd, Tunis, Tunisie",Sidi Bou Saïd,sidi bou said;carthage;la marsa;gammarth;tunis,Tunisie,36.87020087056936,10.34690642253678,HERITAGE_SITE,OUTDOOR,SUMMER,juillet,4,6,100,11,MEDIUM,True,marche;nature;autonomie;securite,HIGH,POSSIBLE
636,Mini randonnée éducative - Sidi Bou Saïd,"Promenade courte avec pauses, consignes de sécurité et découverte.",SORTIE,Sidi Bou Saïd,"Sidi Bou Saïd, Tunis, Tunisie",Sidi Bou Saïd,sidi bou said;carthage;la marsa;gammarth;tunis,Tunisie,36.87152914924619,10.347637450443493,HERITAGE_SITE,OUTDOOR,AUTUMN,octobre,4,6,105,7,LOW,True,marche;nature;autonomie;securite,HIGH,RECOMMENDED
637,Mini randonnée éducative - Sidi Bou Saïd,"Promenade courte avec pauses, consignes de sécurité et découverte.",SORTIE,Sidi Bou Saïd,"Sidi Bou Saïd, Tunis, Tunisie",Sidi Bou Saïd,sidi bou said;carthage;la marsa;gammarth;tunis,Tunisie,36.87116394873921,10.346351772474886,HERITAGE_SITE,OUTDOOR,WINTER,fevrier,4,6,105,14,MEDIUM,True,marche;nature;autonomie;securite,HIGH,POSSIBLE
638,Visite musée adaptée enfants - Sidi Bou Saïd,Découverte accompagnée avec jeu de questions simples et dessins après visite.,SORTIE,Sidi Bou Saïd,"Sidi Bou Saïd, Tunis, Tunisie",Sidi Bou Saïd,sidi bou said;carthage;la marsa;gammarth;tunis,Tunisie,36.869827775647224,10.346827701017258,HERITAGE_SITE,OUTDOOR,ALL,all,4,6,130,12,MEDIUM,True,musee;culture;histoire;observation,VERY_HIGH,RECOMMENDED
639,Visite musée adaptée enfants - Sidi Bou Saïd,Découverte accompagnée avec jeu de questions simples et dessins après visite.,SORTIE,Sidi Bou Saïd,"Sidi Bou Saïd, Tunis, Tunisie",Sidi Bou Saïd,sidi bou said;carthage;la marsa;gammarth;tunis,Tunisie,36.871506009222976,10.346623244445667,HERITAGE_SITE,OUTDOOR,SPRING,mai,4,6,130,11,MEDIUM,True,musee;culture;histoire;observation,VERY_HIGH,RECOMMENDED
640,Visite musée adaptée enfants - Sidi Bou Saïd,Découverte accompagnée avec jeu de questions simples et dessins après visite.,SORTIE,Sidi Bou Saïd,"Sidi Bou Saïd, Tunis, Tunisie",Sidi Bou Saïd,sidi bou said;carthage;la marsa;gammarth;tunis,Tunisie,36.86973831734388,10.347395575860078,HERITAGE_SITE,OUTDOOR,SUMMER,juillet,4,6,140,12,MEDIUM,True,musee;culture;histoire;observation,VERY_HIGH,RECOMMENDED
641,Visite musée adaptée enfants - Sidi Bou Saïd,Découverte accompagnée avec jeu de questions simples et dessins après visite.,SORTIE,Sidi Bou Saïd,"Sidi Bou Saïd, Tunis, Tunisie",Sidi Bou Saïd,sidi bou said;carthage;la marsa;gammarth;tunis,Tunisie,36.87086667207931,10.346184042335342,HERITAGE_SITE,OUTDOOR,AUTUMN,novembre,4,6,130,9,MEDIUM,True,musee;culture;histoire;observation,VERY_HIGH,RECOMMENDED
642,Visite musée adaptée enfants - Sidi Bou Saïd,Découverte accompagnée avec jeu de questions simples et dessins après visite.,SORTIE,Sidi Bou Saïd,"Sidi Bou Saïd, Tunis, Tunisie",Sidi Bou Saïd,sidi bou said;carthage;la marsa;gammarth;tunis,Tunisie,36.86974793027117,10.347681401228874,HERITAGE_SITE,OUTDOOR,WINTER,fevrier,4,6,140,12,MEDIUM,True,musee;culture;histoire;observation,VERY_HIGH,RECOMMENDED
643,Spectacle marionnettes - Sidi Bou Saïd,Spectacle court avec échange autour des émotions et personnages.,SPECTACLE,Sidi Bou Saïd,"Sidi Bou Saïd, Tunis, Tunisie",Sidi Bou Saïd,sidi bou said;carthage;la marsa;gammarth;tunis,Tunisie,36.87066873480241,10.347546991508013,HERITAGE_SITE,OUTDOOR,ALL,all,2,6,80,14,MEDIUM,True,spectacle;marionnettes;emotions;langage,HIGH,RECOMMENDED
644,Spectacle marionnettes - Sidi Bou Saïd,Spectacle court avec échange autour des émotions et personnages.,SPECTACLE,Sidi Bou Saïd,"Sidi Bou Saïd, Tunis, Tunisie",Sidi Bou Saïd,sidi bou said;carthage;la marsa;gammarth;tunis,Tunisie,36.871003268574114,10.347324593951358,HERITAGE_SITE,OUTDOOR,SPRING,mai,2,6,60,8,LOW,True,spectacle;marionnettes;emotions;langage,HIGH,RECOMMENDED
645,Spectacle marionnettes - Sidi Bou Saïd,Spectacle court avec échange autour des émotions et personnages.,SPECTACLE,Sidi Bou Saïd,"Sidi Bou Saïd, Tunis, Tunisie",Sidi Bou Saïd,sidi bou said;carthage;la marsa;gammarth;tunis,Tunisie,36.870929387774396,10.34603267698656,HERITAGE_SITE,OUTDOOR,SUMMER,juin,2,6,60,10,MEDIUM,True,spectacle;marionnettes;emotions;langage,HIGH,RECOMMENDED
646,Spectacle marionnettes - Sidi Bou Saïd,Spectacle court avec échange autour des émotions et personnages.,SPECTACLE,Sidi Bou Saïd,"Sidi Bou Saïd, Tunis, Tunisie",Sidi Bou Saïd,sidi bou said;carthage;la marsa;gammarth;tunis,Tunisie,36.87153143355543,10.346560911087781,HERITAGE_SITE,OUTDOOR,AUTUMN,novembre,2,6,60,12,MEDIUM,True,spectacle;marionnettes;emotions;langage,HIGH,RECOMMENDED
647,Spectacle marionnettes - Sidi Bou Saïd,Spectacle court avec échange autour des émotions et personnages.,SPECTACLE,Sidi Bou Saïd,"Sidi Bou Saïd, Tunis, Tunisie",Sidi Bou Saïd,sidi bou said;carthage;la marsa;gammarth;tunis,Tunisie,36.87062135248105,10.3467375955337,HERITAGE_SITE,OUTDOOR,WINTER,decembre,2,6,70,7,LOW,True,spectacle;marionnettes;emotions;langage,HIGH,RECOMMENDED
648,Conte musical - Sidi Bou Saïd,"Conte avec instruments, rythme et participation des enfants.",SPECTACLE,Sidi Bou Saïd,"Sidi Bou Saïd, Tunis, Tunisie",Sidi Bou Saïd,sidi bou said;carthage;la marsa;gammarth;tunis,Tunisie,36.87038226833736,10.347244684464926,HERITAGE_SITE,OUTDOOR,ALL,all,2,6,60,12,MEDIUM,True,musique;conte;rythme;ecoute,VERY_HIGH,RECOMMENDED
649,Conte musical - Sidi Bou Saïd,"Conte avec instruments, rythme et participation des enfants.",SPECTACLE,Sidi Bou Saïd,"Sidi Bou Saïd, Tunis, Tunisie",Sidi Bou Saïd,sidi bou said;carthage;la marsa;gammarth;tunis,Tunisie,36.86980909871602,10.346531950857052,HERITAGE_SITE,OUTDOOR,SPRING,avril,2,6,50,8,LOW,True,musique;conte;rythme;ecoute,VERY_HIGH,HIGHLY_RECOMMENDED
